url,label,collected_at
http://croma-giveaway.live,1.0,2025-04-09 15:53:36
http://amazonsupport.tk,1.0,2025-04-09 15:53:36
http://myntrasupport.xyz,1.0,2025-04-09 15:53:36
http://jiomart-offers.live,1.0,2025-04-09 15:53:36
http://bigbaskethelpcenter.tk,1.0,2025-04-09 15:53:36
http://nykaa-discount.gq,1.0,2025-04-09 15:53:36
http://amazon-offers.cf,1.0,2025-04-09 15:53:36
http://nykaa-login.cf,1.0,2025-04-09 15:53:36
http://myntra-login.cf,1.0,2025-04-09 15:53:36
http://snapdealsupport.ml,1.0,2025-04-09 15:53:36
http://secure-bigbasket-pay.xyz,1.0,2025-04-09 15:53:36
http://tatacliqsupport.tk,1.0,2025-04-09 15:53:36
http://jiomartsupport.top,1.0,2025-04-09 15:53:36
http://flipkartsupport.gq,1.0,2025-04-09 15:53:36
http://croma-discount.xyz,1.0,2025-04-09 15:53:36
http://jiomart-offers.gq,1.0,2025-04-09 15:53:36
http://flipkart-giveaway.buzz,1.0,2025-04-09 15:53:36
http://secure-jiomart-pay.tk,1.0,2025-04-09 15:53:36
http://croma-discount.cf,1.0,2025-04-09 15:53:36
http://tatacliq-login.tk,1.0,2025-04-09 15:53:36
http://croma-offers.live,1.0,2025-04-09 15:53:36
http://nykaasupport.xyz,1.0,2025-04-09 15:53:36
http://myntrasupport.gq,1.0,2025-04-09 15:53:36
http://flipkart-offers.xyz,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.xyz,1.0,2025-04-09 15:53:36
http://secure-snapdeal-pay.live,1.0,2025-04-09 15:53:36
http://croma-login.tk,1.0,2025-04-09 15:53:36
http://secure-jiomart-pay.gq,1.0,2025-04-09 15:53:36
http://amazon-login.tk,1.0,2025-04-09 15:53:36
http://tatacliq-offers.live,1.0,2025-04-09 15:53:36
http://snapdeal-giveaway.tk,1.0,2025-04-09 15:53:36
http://bigbaskethelpcenter.live,1.0,2025-04-09 15:53:36
http://jiomart-giveaway.tk,1.0,2025-04-09 15:53:36
http://amazonsupport.gq,1.0,2025-04-09 15:53:36
http://amazon-discount.ml,1.0,2025-04-09 15:53:36
http://croma-offers.top,1.0,2025-04-09 15:53:36
http://tatacliq-login.ml,1.0,2025-04-09 15:53:36
http://nykaa-giveaway.xyz,1.0,2025-04-09 15:53:36
http://croma-discount.tk,1.0,2025-04-09 15:53:36
http://myntra-offers.tk,1.0,2025-04-09 15:53:36
http://ajio-offers.ml,1.0,2025-04-09 15:53:36
http://flipkart-discount.xyz,1.0,2025-04-09 15:53:36
http://secure-myntra-pay.top,1.0,2025-04-09 15:53:36
http://tatacliq-discount.tk,1.0,2025-04-09 15:53:36
http://snapdeal-discount.top,1.0,2025-04-09 15:53:36
http://amazon-discount.tk,1.0,2025-04-09 15:53:36
http://secure-flipkart-pay.cf,1.0,2025-04-09 15:53:36
http://flipkart-discount.ml,1.0,2025-04-09 15:53:36
http://secure-nykaa-pay.xyz,1.0,2025-04-09 15:53:36
http://ajiohelpcenter.cf,1.0,2025-04-09 15:53:36
http://nykaasupport.top,1.0,2025-04-09 15:53:36
http://secure-myntra-pay.live,1.0,2025-04-09 15:53:36
http://jiomarthelpcenter.xyz,1.0,2025-04-09 15:53:36
http://croma-offers.buzz,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.tk,1.0,2025-04-09 15:53:36
http://nykaa-login.ml,1.0,2025-04-09 15:53:36
http://jiomart-giveaway.gq,1.0,2025-04-09 15:53:36
http://ajiosupport.gq,1.0,2025-04-09 15:53:36
http://flipkarthelpcenter.cf,1.0,2025-04-09 15:53:36
http://nykaa-giveaway.top,1.0,2025-04-09 15:53:36
http://amazonhelpcenter.tk,1.0,2025-04-09 15:53:36
http://amazonsupport.cf,1.0,2025-04-09 15:53:36
http://flipkart-login.buzz,1.0,2025-04-09 15:53:36
http://myntra-offers.ml,1.0,2025-04-09 15:53:36
http://myntra-login.gq,1.0,2025-04-09 15:53:36
http://amazon-giveaway.gq,1.0,2025-04-09 15:53:36
http://flipkarthelpcenter.ml,1.0,2025-04-09 15:53:36
http://tatacliqhelpcenter.live,1.0,2025-04-09 15:53:36
http://amazon-login.xyz,1.0,2025-04-09 15:53:36
http://flipkarthelpcenter.xyz,1.0,2025-04-09 15:53:36
http://secure-croma-pay.live,1.0,2025-04-09 15:53:36
http://jiomart-giveaway.xyz,1.0,2025-04-09 15:53:36
http://ajio-login.gq,1.0,2025-04-09 15:53:36
http://secure-nykaa-pay.top,1.0,2025-04-09 15:53:36
http://secure-snapdeal-pay.buzz,1.0,2025-04-09 15:53:36
http://secure-croma-pay.ml,1.0,2025-04-09 15:53:36
http://jiomartsupport.live,1.0,2025-04-09 15:53:36
http://bigbasket-giveaway.cf,1.0,2025-04-09 15:53:36
http://flipkart-discount.gq,1.0,2025-04-09 15:53:36
http://ajio-giveaway.gq,1.0,2025-04-09 15:53:36
http://nykaa-discount.ml,1.0,2025-04-09 15:53:36
http://nykaa-giveaway.cf,1.0,2025-04-09 15:53:36
http://bigbasket-discount.live,1.0,2025-04-09 15:53:36
http://secure-jiomart-pay.xyz,1.0,2025-04-09 15:53:36
http://ajio-offers.tk,1.0,2025-04-09 15:53:36
http://croma-giveaway.gq,1.0,2025-04-09 15:53:36
http://jiomart-discount.xyz,1.0,2025-04-09 15:53:36
http://ajio-discount.tk,1.0,2025-04-09 15:53:36
http://secure-flipkart-pay.live,1.0,2025-04-09 15:53:36
http://jiomart-offers.cf,1.0,2025-04-09 15:53:36
http://flipkart-giveaway.top,1.0,2025-04-09 15:53:36
http://flipkart-offers.buzz,1.0,2025-04-09 15:53:36
http://tatacliq-login.top,1.0,2025-04-09 15:53:36
http://snapdeal-discount.live,1.0,2025-04-09 15:53:36
http://nykaa-giveaway.ml,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.buzz,1.0,2025-04-09 15:53:36
http://bigbaskethelpcenter.gq,1.0,2025-04-09 15:53:36
http://croma-login.buzz,1.0,2025-04-09 15:53:36
http://myntra-giveaway.top,1.0,2025-04-09 15:53:36
http://nykaahelpcenter.xyz,1.0,2025-04-09 15:53:36
http://secure-flipkart-pay.xyz,1.0,2025-04-09 15:53:36
http://croma-discount.top,1.0,2025-04-09 15:53:36
http://myntra-discount.buzz,1.0,2025-04-09 15:53:36
http://cromahelpcenter.live,1.0,2025-04-09 15:53:36
http://nykaa-discount.buzz,1.0,2025-04-09 15:53:36
http://snapdeal-discount.tk,1.0,2025-04-09 15:53:36
http://snapdeal-offers.ml,1.0,2025-04-09 15:53:36
http://amazon-login.buzz,1.0,2025-04-09 15:53:36
http://jiomarthelpcenter.cf,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.live,1.0,2025-04-09 15:53:36
http://jiomarthelpcenter.gq,1.0,2025-04-09 15:53:36
http://bigbasketsupport.top,1.0,2025-04-09 15:53:36
http://bigbasket-login.gq,1.0,2025-04-09 15:53:36
http://cromahelpcenter.cf,1.0,2025-04-09 15:53:36
http://secure-tatacliq-pay.live,1.0,2025-04-09 15:53:36
http://jiomarthelpcenter.ml,1.0,2025-04-09 15:53:36
http://ajio-login.tk,1.0,2025-04-09 15:53:36
http://flipkart-offers.ml,1.0,2025-04-09 15:53:36
http://jiomartsupport.xyz,1.0,2025-04-09 15:53:36
http://tatacliq-giveaway.gq,1.0,2025-04-09 15:53:36
http://nykaahelpcenter.cf,1.0,2025-04-09 15:53:36
http://amazon-login.cf,1.0,2025-04-09 15:53:36
http://secure-bigbasket-pay.ml,1.0,2025-04-09 15:53:36
http://jiomarthelpcenter.top,1.0,2025-04-09 15:53:36
http://jiomartsupport.buzz,1.0,2025-04-09 15:53:36
http://bigbasket-login.tk,1.0,2025-04-09 15:53:36
http://tatacliqsupport.xyz,1.0,2025-04-09 15:53:36
http://snapdealsupport.tk,1.0,2025-04-09 15:53:36
http://ajio-login.live,1.0,2025-04-09 15:53:36
http://jiomart-offers.tk,1.0,2025-04-09 15:53:36
http://snapdeal-discount.xyz,1.0,2025-04-09 15:53:36
http://cromasupport.live,1.0,2025-04-09 15:53:36
http://jiomart-login.gq,1.0,2025-04-09 15:53:36
http://secure-nykaa-pay.buzz,1.0,2025-04-09 15:53:36
http://jiomart-discount.ml,1.0,2025-04-09 15:53:36
http://amazon-giveaway.live,1.0,2025-04-09 15:53:36
http://myntrasupport.top,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.ml,1.0,2025-04-09 15:53:36
http://myntra-giveaway.tk,1.0,2025-04-09 15:53:36
http://secure-snapdeal-pay.gq,1.0,2025-04-09 15:53:36
http://bigbasketsupport.xyz,1.0,2025-04-09 15:53:36
http://flipkart-giveaway.live,1.0,2025-04-09 15:53:36
http://croma-giveaway.buzz,1.0,2025-04-09 15:53:36
http://bigbasket-discount.gq,1.0,2025-04-09 15:53:36
http://amazonhelpcenter.gq,1.0,2025-04-09 15:53:36
http://bigbasket-offers.top,1.0,2025-04-09 15:53:36
http://flipkart-offers.cf,1.0,2025-04-09 15:53:36
http://cromasupport.tk,1.0,2025-04-09 15:53:36
http://flipkartsupport.buzz,1.0,2025-04-09 15:53:36
http://croma-discount.live,1.0,2025-04-09 15:53:36
http://secure-amazon-pay.xyz,1.0,2025-04-09 15:53:36
http://nykaa-login.top,1.0,2025-04-09 15:53:36
http://jiomartsupport.ml,1.0,2025-04-09 15:53:36
http://bigbasket-giveaway.ml,1.0,2025-04-09 15:53:36
http://cromasupport.buzz,1.0,2025-04-09 15:53:36
http://ajio-login.xyz,1.0,2025-04-09 15:53:36
http://bigbasket-discount.tk,1.0,2025-04-09 15:53:36
http://snapdeal-giveaway.live,1.0,2025-04-09 15:53:36
http://secure-ajio-pay.buzz,1.0,2025-04-09 15:53:36
http://ajio-login.cf,1.0,2025-04-09 15:53:36
http://croma-discount.gq,1.0,2025-04-09 15:53:36
http://cromasupport.top,1.0,2025-04-09 15:53:36
http://tatacliq-login.buzz,1.0,2025-04-09 15:53:36
http://bigbaskethelpcenter.top,1.0,2025-04-09 15:53:36
http://snapdeal-giveaway.top,1.0,2025-04-09 15:53:36
http://tatacliq-offers.top,1.0,2025-04-09 15:53:36
http://snapdeal-login.top,1.0,2025-04-09 15:53:36
http://amazonhelpcenter.xyz,1.0,2025-04-09 15:53:36
http://nykaa-login.buzz,1.0,2025-04-09 15:53:36
http://bigbasket-giveaway.gq,1.0,2025-04-09 15:53:36
http://nykaasupport.buzz,1.0,2025-04-09 15:53:36
http://secure-amazon-pay.live,1.0,2025-04-09 15:53:36
http://amazon-offers.buzz,1.0,2025-04-09 15:53:36
http://myntra-giveaway.gq,1.0,2025-04-09 15:53:36
http://tatacliqhelpcenter.tk,1.0,2025-04-09 15:53:36
http://snapdeal-discount.buzz,1.0,2025-04-09 15:53:36
http://flipkart-discount.live,1.0,2025-04-09 15:53:36
http://secure-jiomart-pay.top,1.0,2025-04-09 15:53:36
http://tatacliq-giveaway.buzz,1.0,2025-04-09 15:53:36
http://amazon-discount.buzz,1.0,2025-04-09 15:53:36
http://secure-bigbasket-pay.cf,1.0,2025-04-09 15:53:36
http://tatacliq-discount.cf,1.0,2025-04-09 15:53:36
http://myntrahelpcenter.gq,1.0,2025-04-09 15:53:36
http://secure-nykaa-pay.ml,1.0,2025-04-09 15:53:36
http://nykaa-offers.tk,1.0,2025-04-09 15:53:36
http://jiomart-discount.gq,1.0,2025-04-09 15:53:36
http://flipkartsupport.xyz,1.0,2025-04-09 15:53:36
http://snapdeal-giveaway.cf,1.0,2025-04-09 15:53:36
http://ajio-offers.top,1.0,2025-04-09 15:53:36
http://tatacliq-discount.live,1.0,2025-04-09 15:53:36
http://myntra-giveaway.xyz,1.0,2025-04-09 15:53:36
http://ajio-discount.xyz,1.0,2025-04-09 15:53:36
http://amazonsupport.buzz,1.0,2025-04-09 15:53:36
http://nykaasupport.ml,1.0,2025-04-09 15:53:36
http://secure-bigbasket-pay.tk,1.0,2025-04-09 15:53:36
http://snapdeal-login.live,1.0,2025-04-09 15:53:36
http://ajio-login.top,1.0,2025-04-09 15:53:36
