url,label,collected_at
http://mygov-update.tk,1.0,2025-04-09 14:49:15
http://mygov-secure.gq,1.0,2025-04-09 14:49:15
http://ugc-secure.gq,1.0,2025-04-09 14:49:15
http://gov-mygov-security.co.in,1.0,2025-04-09 14:49:15
http://upsc.gov.in.login.xyz,1.0,2025-04-09 14:49:15
http://secure.mod.gov-check.co.in,1.0,2025-04-09 14:49:15
http://gov-upsc-security.xyz,1.0,2025-04-09 14:49:15
http://pmkisan-update.xyz,1.0,2025-04-09 14:49:15
http://mygov-update.co.in,1.0,2025-04-09 14:49:15
http://incometax-secure.co.in,1.0,2025-04-09 14:49:15
http://login.mygov.gov.verify.in,1.0,2025-04-09 14:49:15
http://secure.ayushmanbharat.gov-check.cf,1.0,2025-04-09 14:49:15
http://passportindiagov.in-verification.xyz,1.0,2025-04-09 14:49:15
http://rbi.gov.in.login.co.in,1.0,2025-04-09 14:49:15
http://nregagov.in-verification.co.in,1.0,2025-04-09 14:49:15
http://nrega.gov.in.login.in,1.0,2025-04-09 14:49:15
http://rbigov.in-verification.cf,1.0,2025-04-09 14:49:15
http://gov-meity-security.tk,1.0,2025-04-09 14:49:15
http://nrega-secure.cf,1.0,2025-04-09 14:49:15
http://cb$3.gov.in.verify-now.ml,1.0,2025-04-09 14:49:15
http://nrega-update.xyz,1.0,2025-04-09 14:49:15
http://login.upsc.gov.verify.in,1.0,2025-04-09 14:49:15
http://gov-passportindia-security.tk,1.0,2025-04-09 14:49:15
http://ayushmanbharat.gov.in.login.cf,1.0,2025-04-09 14:49:15
http://ayushmanbharat.gov.in.login.gq,1.0,2025-04-09 14:49:15
http://gov-cbse-security.gq,1.0,2025-04-09 14:49:15
http://upscgov.in-verification.tk,1.0,2025-04-09 14:49:15
http://login.rbi.gov.verify.ml,1.0,2025-04-09 14:49:15
http://tribal.nic-secure.xyz,1.0,2025-04-09 14:49:15
http://secure.tribal.nic.gov-check.in,1.0,2025-04-09 14:49:15
http://digitalindia.gov.in.login.xyz,1.0,2025-04-09 14:49:15
http://tribal.nicgov.in-verification.com,1.0,2025-04-09 14:49:15
http://voterid.gov.in.login.com,1.0,2025-04-09 14:49:15
http://mygov-secure.com,1.0,2025-04-09 14:49:15
http://nrega.gov.in.login.ml,1.0,2025-04-09 14:49:15
http://epfo-update.tk,1.0,2025-04-09 14:49:15
http://secure.voterid.gov-check.co.in,1.0,2025-04-09 14:49:15
http://secure.nrega.gov-check.co.in,1.0,2025-04-09 14:49:15
http://nrega-secure.gq,1.0,2025-04-09 14:49:15
http://ugc-secure.cf,1.0,2025-04-09 14:49:15
http://gov-epfo-security.cf,1.0,2025-04-09 14:49:15
http://m0d.gov.in.verify-now.gq,1.0,2025-04-09 14:49:15
http://ugc.gov.in.verify-now.gq,1.0,2025-04-09 14:49:15
http://ugc-update.cf,1.0,2025-04-09 14:49:15
http://login.meity.gov.verify.tk,1.0,2025-04-09 14:49:15
http://secure.cbse.gov-check.gq,1.0,2025-04-09 14:49:15
http://ayushmanbharat-secure.xyz,1.0,2025-04-09 14:49:15
http://meity-secure.cf,1.0,2025-04-09 14:49:15
http://d1g1t@l1nd1@.gov.in.verify-now.in,1.0,2025-04-09 14:49:15
http://secure.nrega.gov-check.tk,1.0,2025-04-09 14:49:15
http://secure.pmkisan.gov-check.gq,1.0,2025-04-09 14:49:15
http://gov-uidai-security.tk,1.0,2025-04-09 14:49:15
http://digitalindiagov.in-verification.ml,1.0,2025-04-09 14:49:15
http://gov-mod-security.xyz,1.0,2025-04-09 14:49:15
http://voterid.gov.in.login.in,1.0,2025-04-09 14:49:15
http://ugc-update.xyz,1.0,2025-04-09 14:49:15
http://secure.mygov.gov-check.ml,1.0,2025-04-09 14:49:15
http://gov-cbse-security.co.in,1.0,2025-04-09 14:49:15
http://secure.ayushmanbharat.gov-check.xyz,1.0,2025-04-09 14:49:15
http://gov-ayushmanbharat-security.gq,1.0,2025-04-09 14:49:15
http://ugcgov.in-verification.ml,1.0,2025-04-09 14:49:15
http://voterid.gov.in.login.co.in,1.0,2025-04-09 14:49:15
http://uidaigov.in-verification.cf,1.0,2025-04-09 14:49:15
http://tribal.nicgov.in-verification.tk,1.0,2025-04-09 14:49:15
http://rbi.gov.in.login.cf,1.0,2025-04-09 14:49:15
http://login.digitalindia.gov.verify.ml,1.0,2025-04-09 14:49:15
http://modgov.in-verification.ml,1.0,2025-04-09 14:49:15
http://up$c.gov.in.verify-now.xyz,1.0,2025-04-09 14:49:15
http://upscgov.in-verification.ml,1.0,2025-04-09 14:49:15
http://gov-digitalindia-security.gq,1.0,2025-04-09 14:49:15
http://pmk1$@n.gov.in.verify-now.gq,1.0,2025-04-09 14:49:15
http://myg0v.gov.in.verify-now.xyz,1.0,2025-04-09 14:49:15
http://ayushmanbharat.gov.in.login.ml,1.0,2025-04-09 14:49:15
http://mod-update.ml,1.0,2025-04-09 14:49:15
http://login.mygov.gov.verify.com,1.0,2025-04-09 14:49:15
http://voterid-update.xyz,1.0,2025-04-09 14:49:15
http://login.rbi.gov.verify.com,1.0,2025-04-09 14:49:15
http://upsc.gov.in.login.in,1.0,2025-04-09 14:49:15
http://gov-mygov-security.cf,1.0,2025-04-09 14:49:15
http://ugc-update.com,1.0,2025-04-09 14:49:15
http://@yu$hm@nbh@r@t.gov.in.verify-now.in,1.0,2025-04-09 14:49:15
http://epfo.gov.in.login.cf,1.0,2025-04-09 14:49:15
http://ayushmanbharat-secure.com,1.0,2025-04-09 14:49:15
http://login.meity.gov.verify.xyz,1.0,2025-04-09 14:49:15
http://secure.nrega.gov-check.com,1.0,2025-04-09 14:49:15
http://secure.cbse.gov-check.co.in,1.0,2025-04-09 14:49:15
http://mod.gov.in.login.in,1.0,2025-04-09 14:49:15
http://upsc-secure.cf,1.0,2025-04-09 14:49:15
